"spam","to_multiple","from","cc","sent_email","image","attach","dollar","winner","inherit","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"notspam","no","yes","no","no","no","no","no","yes","no","no",0.458,20,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",31.233,420,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",9.027,148,"HTML","no","yes","no",18,"small"
"notspam","no","yes","no","no","yes","yes","no","no","no","no",24.709,541,"HTML","no","no","no",62,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.461,12,"Plain","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",5.151,95,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",18.501,525,"HTML","yes","no","no",6,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",3.163,59,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.475,18,"Plain","no","no","no",0,"big"
"notspam","no","yes","yes","no","no","no","no","no","no","no",2.365,36,"HTML","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.422,107,"HTML","no","no","no",5,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.825,37,"Plain","yes","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",14.792,232,"HTML","no","no","no",17,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",14.333,335,"HTML","yes","no","no",0,"big"
"notspam","yes","yes","no","no","no","yes","no","no","no","no",6.398,160,"HTML","no","no","no",2,"big"
"notspam","yes","yes","yes","yes","no","no","yes","no","no","no",20.662,420,"HTML","yes","no","no",4,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.233,10,"Plain","yes","no","no",2,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",15.42,595,"HTML","no","no","no",9,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.2,636,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",9.089,152,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",8.694,216,"HTML","yes","no","no",10,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",20.097,518,"HTML","no","no","no",46,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",41.426,708,"HTML","no","no","no",2,"big"
"spam","no","yes","no","no","no","no","no","no","no","no",0.609,21,"Plain","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.233,48,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",3.368,58,"HTML","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.352,50,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",13.884,399,"HTML","no","no","no",26,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",10.914,294,"HTML","yes","no","no",8,"small"
"spam","yes","yes","no","no","no","yes","yes","no","no","no",0.451,24,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",26.404,405,"HTML","no","no","no",13,"small"
"notspam","no","yes","no","no","no","no","yes","yes","no","no",7.661,92,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.645,169,"HTML","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",22.932,599,"HTML","no","no","no",7,"big"
"notspam","no","yes","yes","yes","yes","yes","no","no","no","no",0.623,17,"HTML","yes","no","no",4,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.251,119,"HTML","yes","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",13.14,188,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.13,138,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",7.122,102,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.831,101,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.84,666,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",27.959,687,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",3.446,117,"Plain","yes","no","no",1,"small"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",42.203,940,"HTML","yes","no","no",8,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.3,26,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",17.549,124,"HTML","no","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.258,109,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.639,643,"HTML","no","no","no",1,"small"
"notspam","yes","yes","yes","yes","no","no","no","no","no","no",23.237,527,"HTML","yes","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.389,10,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",8.116,167,"HTML","yes","no","no",4,"small"
"notspam","yes","yes","no","no","yes","yes","no","no","no","no",22.881,309,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.768,152,"HTML","no","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",8.585,144,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.764,84,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",15.697,356,"HTML","no","yes","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.185,31,"HTML","no","no","no",0,"big"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",0.539,19,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","yes","no","no","no","no",11.87,251,"HTML","no","no","no",0,"big"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.364,18,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.161,60,"HTML","yes","no","no",6,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.022,633,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.459,78,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.861,179,"HTML","no","no","no",0,"big"
"spam","no","yes","no","no","no","no","no","no","no","no",1.815,32,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.915,113,"HTML","no","no","no",1,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.514,11,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.053,78,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.61,196,"HTML","no","no","no",31,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",5.182,126,"HTML","no","no","no",0,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",1.176,28,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.55,19,"HTML","yes","no","yes",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",27.884,682,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",4.829,128,"HTML","yes","no","no",8,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",23.509,405,"HTML","no","no","no",6,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","yes",29.932,766,"HTML","yes","no","no",8,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",1.392,14,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","yes","no","no","yes","no","no","no",34.781,876,"HTML","yes","no","no",2,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",12.022,282,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.195,25,"HTML","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",6.848,108,"Plain","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",2.819,53,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.675,16,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",14.922,327,"HTML","no","no","no",0,"small"
"spam","no","no","no","no","no","no","yes","no","no","no",1.296,37,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.567,48,"HTML","yes","no","no",0,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",4.806,101,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",13.946,311,"HTML","no","no","no",58,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.021,59,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",5.504,142,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.727,139,"HTML","yes","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",6.857,135,"HTML","yes","no","no",10,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",7.501,145,"HTML","no","yes","no",9,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",28.101,688,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","yes","no","no","no","no",0.033,3,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",10.128,239,"HTML","no","no","no",4,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",11.611,160,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.213,34,"Plain","no","no","no",2,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.897,24,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",5.248,61,"Plain","no","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",0.822,27,"HTML","yes","no","no",2,"small"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",2.18,57,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",17.337,276,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",13.444,315,"HTML","yes","no","no",4,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",20.966,498,"HTML","no","yes","no",10,"small"
"notspam","no","yes","yes","yes","yes","yes","no","no","no","no",15.859,491,"HTML","yes","yes","no",23,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",11.427,306,"HTML","yes","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.667,17,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",15.31,195,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.792,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",15.699,299,"HTML","yes","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.911,28,"Plain","no","no","no",1,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",7.015,170,"HTML","yes","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.269,619,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",8.674,199,"HTML","no","no","no",6,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","yes",22.554,463,"HTML","no","no","no",21,"big"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",7.861,242,"HTML","yes","no","no",7,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",33.128,785,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.721,26,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.11,6,"Plain","yes","no","no",2,"none"
"notspam","yes","yes","no","yes","no","no","yes","no","no","no",12.299,257,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.661,196,"HTML","no","no","no",31,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",5.69,128,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.639,47,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.183,26,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","yes","no","no",41.102,696,"HTML","no","no","no",2,"small"
"notspam","no","yes","yes","no","no","no","yes","no","no","no",23.62,313,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",3.814,69,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",14.745,449,"HTML","yes","no","no",10,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.286,66,"HTML","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",10.711,167,"HTML","no","yes","no",16,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.893,17,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.694,99,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",29.26,710,"HTML","no","no","no",2,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.751,16,"Plain","no","yes","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.207,57,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",27.331,490,"HTML","no","no","no",29,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",11.332,255,"HTML","no","no","no",7,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.686,12,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.361,30,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.682,11,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",38.071,727,"HTML","no","no","no",29,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.798,667,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","yes","no","no","no",16.145,354,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",10.595,219,"HTML","no","no","no",6,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",13.346,191,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.615,33,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",8.713,205,"HTML","yes","no","no",6,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.694,646,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.235,208,"HTML","no","no","no",7,"small"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",15.63,309,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",100.95,2185,"HTML","no","no","no",23,"small"
"notspam","yes","yes","no","no","yes","yes","yes","no","no","no",11.341,153,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",14.799,229,"HTML","no","yes","no",10,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.436,14,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",13.925,349,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",17.6,377,"HTML","no","no","no",10,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",0.984,33,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","yes","no","no","no","no",12.667,147,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",27.995,687,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","yes","yes","no","no","no","yes",4.181,78,"HTML","yes","no","no",0,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",62.494,1190,"HTML","no","no","no",12,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",9.989,299,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",6.737,153,"HTML","no","no","no",5,"small"
"notspam","yes","yes","no","no","no","yes","no","no","no","no",1.275,23,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",0.963,20,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.663,11,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",15.646,205,"HTML","no","no","no",8,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",3.254,73,"HTML","yes","no","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",3.449,84,"HTML","yes","no","no",8,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.09,7,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.137,76,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",16.204,553,"HTML","no","no","no",3,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",1.396,14,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.798,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",19.838,195,"HTML","no","no","no",18,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",2.311,59,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",6.226,130,"HTML","yes","no","no",10,"small"
"spam","no","yes","no","no","no","yes","no","no","no","no",0.198,6,"HTML","no","no","yes",1,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",9.288,310,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",6.788,113,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",17.292,390,"HTML","no","no","no",29,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",9.548,394,"HTML","yes","no","no",18,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.017,142,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.676,126,"HTML","no","no","no",0,"big"
"notspam","yes","yes","no","no","no","no","no","no","no","no",9.102,126,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.877,117,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.007,38,"HTML","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",7.429,98,"HTML","no","no","no",0,"none"
"spam","no","yes","no","no","no","no","yes","no","no","no",2.561,15,"Plain","no","yes","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",17.7,398,"HTML","no","yes","no",2,"small"
"spam","yes","yes","no","no","no","yes","no","no","no","no",0.424,22,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",22.901,795,"HTML","yes","no","no",10,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.174,369,"HTML","no","no","no",12,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",13.252,189,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",29.056,705,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.774,24,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",20.083,461,"HTML","no","no","no",22,"big"
"spam","yes","yes","no","no","no","no","no","no","no","no",0.72,27,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",4.749,29,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",57.241,929,"HTML","no","no","no",3,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.083,28,"HTML","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.474,657,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.773,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",2.429,56,"Plain","no","no","no",1,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.901,15,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",28.655,609,"HTML","yes","no","no",2,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",14.53,212,"Plain","no","no","no",1,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",30.289,635,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.419,637,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.506,170,"HTML","yes","no","no",14,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.673,664,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",7.486,178,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.255,654,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.821,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",8.286,222,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.782,17,"Plain","no","no","no",0,"big"
"notspam","yes","yes","no","no","no","no","no","no","no","no",5.242,56,"Plain","no","no","no",0,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",0.437,17,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","yes","no","no",9.313,159,"HTML","no","yes","no",20,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",10.105,243,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",18.643,363,"HTML","no","no","no",18,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",10.023,170,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.266,11,"Plain","no","no","no",4,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.169,21,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",24.051,890,"HTML","yes","no","no",8,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.623,19,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","yes","yes","no","no",33.574,663,"HTML","yes","no","no",8,"small"
"spam","no","yes","no","no","no","yes","no","no","no","no",0.558,23,"Plain","no","no","no",1,"none"
"notspam","no","yes","yes","yes","no","no","yes","no","no","no",11.743,347,"HTML","yes","no","no",4,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",0.552,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",8.808,100,"HTML","no","no","no",1,"big"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",8.12,208,"HTML","yes","no","no",10,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.272,32,"HTML","yes","no","no",4,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",4.162,2,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",36.105,459,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",10.613,225,"HTML","no","no","no",9,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.096,18,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",9.692,152,"HTML","no","yes","no",10,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.878,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",161.051,3522,"HTML","no","no","no",1203,"big"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",3.156,78,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.001,650,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.005,40,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",3.109,63,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",13.102,339,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",28.195,684,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.767,30,"Plain","no","yes","no",2,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",3.842,2,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","no","no","no","no","no","no","no",10.546,200,"HTML","yes","no","no",5,"big"
"spam","no","yes","no","no","no","no","no","no","no","no",0.767,18,"HTML","no","no","no",2,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",0.203,7,"Plain","yes","yes","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",28.403,698,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.315,36,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.713,678,"HTML","no","no","no",16,"small"
"notspam","yes","yes","no","yes","no","yes","no","no","no","no",2.37,57,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",24.992,417,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.368,55,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.603,82,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.262,8,"Plain","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.592,159,"HTML","no","no","no",1,"small"
"notspam","yes","yes","yes","no","yes","yes","no","no","no","no",29.007,926,"HTML","yes","no","no",33,"big"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",8.651,198,"HTML","no","no","no",5,"small"
"spam","yes","yes","no","no","no","yes","no","no","no","no",0.537,22,"Plain","no","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.472,60,"Plain","yes","no","no",1,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",1.132,24,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.991,44,"HTML","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","yes","no","no",33.809,549,"HTML","no","no","no",28,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",24.904,632,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",19.728,601,"HTML","yes","no","no",12,"big"
"notspam","yes","yes","no","no","no","no","yes","no","no","no",4.78,135,"HTML","no","no","no",9,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",43.427,751,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","yes","no","no","yes","yes","no","no",53.365,1360,"HTML","yes","no","no",20,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",13.716,305,"HTML","no","no","no",8,"small"
"spam","no","yes","no","no","no","no","no","yes","no","no",0.757,36,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",8.78,199,"HTML","no","no","no",6,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",1.032,15,"HTML","yes","no","no",1,"small"
